서비스ID,수혜구분,보조사업여부,서비스명,서비스 목적,법령,행정규칙,자치법규,지원대상,선정기준,지원내용,온라인신청URL,신청절차,신청기한 시작일,신청기한 종료일,신청기한 상세,구비서류,소관기관유형,소관기관명,소관부서명,문의처명,문의처전화번호,문의처사이트URL,서비스분류,생애주기,서비스 대상지역,대상특성 및 가구유형,지원유형,지원형태,대국민표출여부
743000000000 ,수혜적,국고보조사업,특수교육대상자 통학비 지원,,[법률]장애인 등에 대한 특수교육법,없음,없음,"○ 장애인 등에 대한 특수교육법 제28조에 의거 초·중·고·전공과에 재학중인 특수교육대상자 중 다음의 기준에 해당되는 경우    - 주거지 학구에 특수학급이 없어 대중교통수단(버스 또는 지하철)을 이용하는 경우    - 주거지 학구에 소재한 특수학급에 재학하고 있더라도 도보로 통학할 수 없는 원거리인 경우(대중교통 노선 2코스 이상 또는 학교와 거주지 간 최소 2㎞ 이상)    - 2㎞ 범위 내일지라도 학생의 독립적 통학이 불가능(중증장애학생)하여 대중교통을 이용하는 학생 및 해당 학생의 통학을 지원하는 보호자는 통학비 지원(영아·유치원 과정인 경우에는 보호자만 지원)    - 신체, 행동장애 등 특별한 사유로 자가용 등을 이용해야만 하는 경우(보호자만 대중교통비 지원)    - 활동보조인이 등하교 지원 시 해당 교통비 보호자에게 지급    - 통학차량 운영 학교는 비경유 지역이나 노선이 주거지와 멀어서 대중교통을 이용해야만 하는 경우",해당없음,"○ 서비스명    - 특수교육대상자 통학비 지원○ 서비스목적    - 특수교육대상자의 교육기회 확대를 위한 통학편의 제공    - 통학편의 제공을 통한 특수교육대상자의 학습권 보장 ○ 지원내용    - 대중교통 수단인 일반버스 요금(기존 현금 지불액)을 기준으로 지원하되, 해당 월의 버스요금을 기준으로 지급    - 연간 수업일수 범위 내에서 지급하되, 학생이 실제 등교한 출석 일수를 기준으로 지원    - 1일 기준 학생 2회분, 보호자 4회분으로 하되 실제 횟수를 파악하여 지원, 승용차로 통학 시에는 보호자만 지원",,○ 신청절차    - 보호자는 통학비 지원 신청서를 학교에 제출 → 학교는 신청자를 대상으로 통학비 지원 대상자 선정 심의 → 통학비선정심의팀협의회를 개최하여 통학비 지원 대상자       선정 → 지원 대상자 선정 여부 통보 → 통학비 지원,,,없음,○ 구비서류    - 통학지원비 신청서    - 보호자 통장 사본,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시 서구||대전광역시 유성구||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,다(多)사랑 통·번역 학습보조요원 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"대전 관내 초,중,고 다문화학생",해당없음,한국어소통이 어려운 다문화학생을 대상으로 수업시간 및 방과후 활동에 통번역 학습보조요원 지원,,○ 개인 신청불필요 - 학교에서 교육청으로 공문 신청,,,별도의 신청절차가 없음,해당없음,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타(교육),표출
743000000000 ,수혜적,,개인 및 집단상담,,[정관/약관 등 기타]관련 근거 있음,없음,없음,대전광역시교육청 관내 교직원 및 학부모,해당없음,개인 및 집단 심리상담 6~10회기 제공,www.dje.go.kr,"○ 온라인 신청 - 에듀힐링센터 홈페이지 : www.dje.go.kr ○ 방문 신청 - 대전광역시교육청 에듀힐링센터 ○ 기타 - 이메일, 전화",,,없음,해당없음,교육청,대전광역시교육청,교육정책과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타(상담),표출
743000000000 ,수혜적,,다문화 이중언어 방과후 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"대전 관내 초,중,고 다문화학생",해당없음,이중다문화학생의 강점개발로 이중언어를 능숙하게 사용할 수 있게 방과후 교육 지원,,○ 개인 신청불필요 - 학교에서 교육(지원)청으로 공문 신청,,,별도의 신청절차가 없음,해당없음,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타(교육),표출
743000000000 ,수혜적,,특수교육대상자 방과후 지원(대전서부),,[법률]장애인 등에 대한 특수교육법(제28조)||[정관/약관 등 기타]관련 근거 있음,없음,없음,유·초·중학교의 특수교육대상자(사립유치원 제외),해당없음,"○ 지원 내용  - 소속 학교의 방과후학교 프로그램(교재비, 재료비 지원 가능) - 타 학교 혹은 비영리기관 및 단체(대학부설기관, 복지관, 장애인부모회 등)에서 운영하는 방과후교육활동  - 사업자 등록된 학원 또는 교습소(예체능, 전통·예술), 진로·직업교육 관련 등 방과후교육활동 - 치료활동 인정 기관 중 비영리기관 및 단체의 특수교육 관련서비스(언어치료, 보행훈련, 심리·행동 적응 훈련 등)     ※ 작업치료·물리치료의 치료지원 영역은 지원 불가 - 보건복지부 발달재활서비스 제공기관에서 개설한 강좌로 한정(유자격 치료사에 의한 치료지원)○ 지원 제외 기준 - 사립유치원 학생 - 특수학교(급) 방과후 프로그램에 참여하는 학생   ※ 특수학교(급)에 재학 중인 특수교육대상자는 방과후학교 자유수강권 지원 대상에서 제외 - 치료지원 영역인 물리치료, 작업치료와 중복 지원 불가   ※ 단, 치료지원으로 언어치료를 받지 않을 경우 방과후교육활동비로 지원 가능 - 보건복지부 발달재활서비스 전자바우처 지원과 중복된 특수교육 관련서비스 영역 - 보건복지부 발달재활서비스 전자바우처 승인 기관이 아닌 사설기관 치료실 및 무허가 치료실에서의 치료활동○ 지원 금액 - 1인당 월 12만원 이내 실비 지원",,○ 지원 절차 - (특수교육대상자 보호자) 수강 전 수강신청서를 학교로 제출 - (학교) 지원 여부 결정 및 통지 - (수강기관) 월별 또는 분기별 교육비를 학교로 청구 - (학교) 교육비를 수강기관에 지급,,,없음,해당없음,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시 동구||대전광역시 중구||대전광역시 대덕구||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,서비스(돌봄),표출
743000000000 ,수혜적,,특수교육대상자 통학비 지원(대전서부),,[법률]장애인 등에 대한 특수교육법(제28조)||[정관/약관 등 기타]관련 근거 있음,없음,없음,"초·중학교에 재학 중인 특수교육대상자 및 보호자(단, 유치원생은 지원 제외되나, 유치원생 보호자는 지원)",해당없음,"○ 지원 내용 - 대중교통 수단인 일반버스 요금(현금 지불액)을 기준으로 지원하되, 해당 월의 버스요금을 기준으로 지급※ 요금 인상에 따른 월별 지급액 변동 시 월별로 지급액 기준을 달리하여 계산 - 연간 수업일수 범위 내에서 지급하되, 학생이 실제 등교한 출석 일수를 기준으로 지원※ 1일 기준 학생 2회분, 보호자 4회분으로 하되 실제 횟수를 파악하여 지원, 승용차로 통학 시에는 보호자만 지원 - 학생의 일시적 건강상 문제 또는 신학기 통학지도 등을 위해 단기간 보호자가 동행하는 경우도 보호자 요구 시 해당 기간만큼 통학비를 지원○ 지원 기준 - 선정 기준  ㆍ주거지 학구에 특수학급이 없어 대중교통수단(버스 또는 지하철)을 이용하는 경우  ㆍ주거지 학구에 소재한 특수학급에 재학하고 있더라도 도보로 통학할 수 없는 원거리인 경우※ 대중교통 노선 2코스 이상, 학교와 거주지 간 최소 2km 이상  ㆍ2km 범위 내일지라도 학생의 독립적 통학이 불가능(중증장애학생)하여 대중교통을 이용하는 학생 및 해당 학생의 통학을 지원하는 보호자는 통학비 지원(특수학교 영아·유치원 과정인 경우에는 보호자만 지원)  ㆍ신체, 행동장애 등 특별한 사유로 자가용 등을 이용 등·하교 해야만 하는 경우(보호자만 대중교통비 지원)  ㆍ통학차량 운영 학교는 비경유 지역이나 노선이 주거지와 멀어서 대중교통을 이용해야만 하는 경우 ※ 모든 지원 여부의 타당성 판단은 통학비 지원 대상자 선정기준에 따라 통학비선정심의팀에서 결정 - 제외 기준  ㆍ주거지 학구에 특수학급이 있음에도 본인이 원하여 다른 학구로 학교를 다니는 경우  ㆍ특수학교 영아·유치원생은 지원 대상에서 제외  ㆍ도보로 통학하는 학생 또는 학교와 거주지 간 도보로 통학 가능한 거리에 사는 경우    ※ 대중교통 노선 1코스, 학교와 거주지 간 거리가 2km 범위 내  ㆍ도보 통학이 가능한 신체, 생활능력을 가지고 있고, 학교-거주지 간 도보 통학 가능 거리를 승용차를 이용하여 통학하는 경우  ㆍ특수교육대상자가 기관이나 개인으로부터 무상으로 교통지원을 받는 경우(장애인복지관 차량 이용자 등)  ㆍ교사가 가정, 의료기관 및 복지시설로 찾아가는 순회교육 대상자○ 지원 시기 - 학교에서는 월 또는 분기별로 익월 10일까지 학생이 실제 등교한 날을 계산하여 보호자 통장으로 지급 - 특수교육대상자로 추가 선정되어 통학비 지원 대상자로 선정된 학생은 선정된 달의 익월부터 지급",,○ 지원 절차 - (특수교육대상자 보호자) 통학비 신청서를 학교에 제출 - (학교) 통학비선정심의팀 협의회에서 통학비 지원대상자 선정 심의 - (학교) 지원대상자 선정 및 통보,,,없음,해당없음,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시 동구||대전광역시 중구||대전광역시 대덕구||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,저소득층 학생 고교 교과서비 지원,,[법률]초ㆍ중등교육법(제60조의4)||[정관/약관 등 기타]관련 근거 있음,없음,없음,○ 한부모가족보호대상자○ 법정차상위○ 중위소득 80%이하 저소득층○ 기회균등 전형입학자○ 난민인정자 및 특별기여자,해당없음,"○ 고교 교과서 대금 지원 - 대상: 대전 관내 무상교육 제외 고교에 재학중인 한부모가족보호대상자,법정차상위, 중위소득 80%이하 저소득층 학생,기회균등 전형입학자,난민인정자 및 특별기여자 - 내용 : 저소득층 학생 교과서비 지원 - 금액 : 해당 학년 정규 교육과정 교과목 교과용 도서 구입 실비(1회)","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr에서 교육비 지원 신청 - 교육비원클릭신청시스템 : oneclick.neis.go.kr에서 신청 ○ 방문 신청 - 주민등록주소지 관할 동 행정복지센터,,,없음,해당없음,교육청,대전광역시교육청,교육복지안전과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,저소득층 학생 고교 학비 지원,,[법률]초ㆍ중등교육법(제60조의4)||[정관/약관 등 기타]관련 근거 있음,없음,없음,"○ 법정자격대상자(국민기초생활수급자,한부모가족보호대상자,법정차상위)○ 중위소득 80%이하 저소득층○ 학교장 추천 대상자○ 기회균등 전형입학자○ 난민인정자 및 특별기여자",해당없음,"○ 고교 학비 지원 - 대상: 무상교육 제외고교에 재학중인 중위소득 80%이하 저소득층 학생, 학교장 추천자, 기회균등 전형입학자,난민인정자 및 특별기여자  - 내용 : 저소득층 학생 학비(입학금, 수업료, 학교운영지원비)지원, 국민기초생활수급자의 입학금, 수업료는 교육급여에서 지원, 국민기초생활수급자는 학교운영비만 지원 - 금액 : 학교장 고지 금액 전부","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr에서 교육비 지원 신청 - 교육비원클릭신청시스템 : oneclick.neis.go.kr에서 신청 ○ 방문 신청 - 주민등록주소지 관할 동 행정복지센터,,,없음,해당없음,교육청,대전광역시교육청,교육복지안전과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,초·중·고 학생 졸업앨범비 지원,,[법률]초ㆍ중등교육법(제60조의4)||[정관/약관 등 기타]관련 근거 있음,없음,없음,"○ 법정자격대상자(국민기초생활수급자,한부모가족보호대상자,법정차상위)○ 중위소득 80%이하 저소득층○ 난민인정자 및 특별기여자○ 특수교육대상 학생",해당없음,"○ 졸업대상 학생의 졸업앨범비 지원 - 대상: 국민기초생활수급자, 한부모가족보호대상자,법정차상위, 중위소득 80%이하 저소득층 학생 중 졸업대상 학생(초6, 중3, 고3) - 금액 : 학교에서 책정한 졸업앨범 구입 실비","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr에서 교육비 지원 신청 - 교육비원클릭신청시스템 : oneclick.neis.go.kr에서 신청 ○ 방문 신청 - 주민등록주소지 관할 동 행정복지센터,,,없음,해당없음,교육청,대전광역시교육청,교육복지안전과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,초·중·고 학생 교육정보화 지원,,[법률]초ㆍ중등교육법(제60조의4)||[정관/약관 등 기타]관련 근거 있음,없음,없음,"○ 인터넷통신비 : 생계급여, 의료급여, 주거급여, 교육급여, 한부모가족보호대상자, 차상위계층, 난민인정자 및 특별기여자○ PC : 생계급여, 의료급여, 한부모가족보호대상자, 차상위계층, 난민인정자 및 특별기여자 자격이 있는 초 4 ~ 중 3 학생에서 중위소득비율 등을 고려하여 총 300명 선정",해당없음,"○ 인터넷통신비 지원 - 지원방법 : 교육청에서 인터넷통신비 월 17,600원을 통신사에 지급 - 1가구 1회선 지원○ PC 지원(총 300대) - 지원내용 : 컴퓨터 본체, 모니터, 소프트웨어, 유지보수비 - 지원방법 : 교육청에서 대상자 선정 후 학생 가정에 납품 및 설치","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr에서 교육비(교육정보화비) 지원 신청 - 교육비원클릭신청시스템 : oneclick.neis.go.kr에서 신청 ○ 방문 신청 - 주민등록주소지 관할 동 행정복지센터,,,없음,해당없음,교육청,대전광역시교육청,교육복지안전과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금(감면)||현물,표출
743000000000 ,수혜적,,저소득층 및 특수교육대상 학생 고교 학교급식비(석식) 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"○ 생계급여, 의료급여, 주거급여, 교육급여, 한부모가족보호대상자, 차상위계층○ 기준 중위소득 80%이하 저소득층○ 특수교육대상 학생",해당없음,"○ 학기 중 평일 고교 석식비 - 대상 : 대전 관내 고등학생 중 중위소득 80%이하 가정의 자녀, 특수교육대상자 - 내용 : 자율학습이나 방과후수업에 참여하여 학교석식을 신청한 학생의 평일 석식비 - 금액 : 학교에서 책정한 석식비 단가","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr에서 교육비 지원 신청 - 교육비원클릭신청시스템 : oneclick.neis.go.kr에서 신청  ○ 방문 신청 - 주민등록주소지 관할 동 행정복지센터,,,없음,해당없음,교육청,대전광역시교육청,교육복지안전과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
743000000000 ,수혜적,,다문화가정 통·번역 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"대전 관내 초,중,고 다문화학생 및 학부모",해당없음,"다문화학생 및 다문화학부모, 교원을 대상으로 통·번역 지원",,○ 개인 신청불필요 - 학교에서 대전다문화교육지원센터 누리집으로 신청,,,별도의 신청절차가 없음,해당없음,교육청,대전광역시교육청,유초등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||울산광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타,표출
748000000000 ,수혜적,,특수교육대상 유아 의무교육비 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,특수교육대상자로 선정되어 공사립유치원에 배치된 만3~5세 유아,해당없음,"○ 공립 : 1인당 월 30,000원○ 사립 : 1인당 월 100,000원 - 공·사립유치원에 재원 중인 특수교육대상 유아 대상으로 학부모부담금 및 특수교육서비스 제공 경비 지원    (외국 국적 포함)",,○ 방문 신청 - 기타 : 특수교육대상자로 선정 된 후 재원중인 유치원에 방문하여 의무교육비 지원금 신청서 제출,,,없음,해당없음,교육청,울산광역시교육청,재정지원과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
748000000000 ,수혜적,,중·고 입학생 교복비 지원,,[정관/약관 등 기타]관련 근거 있음,없음,[조례]울산광역시 학생 복지증진에 관한 조례,"○ 중,고등학교 입학생 - 관내 중고등학교 신입생 - 타시도, 국외 전편입생(1~3학년) - 관내 학교간 전학생(추가 1회) - 울산에 주소를 두고(주소 변경 없이) 타시도 중고등학교에 입학하는 신입생(중복지원 제외)",해당없음,"○ 동하복 교복비 지원(25만원 정액 현물 지원)   - 단, 저소득, 다자녀 가정 등 학생은 학교주관구매 계약단가 전액 지원",,"○ 개인 신청불필요 - 관내 입학생 : 해당학교에서 교육청으로 지원 대상자 명단, 지원금 신청 - 티사도 진학생 : 관내 초,중학교에서 졸업생 중 타시도 진학생 명단, 신청서 제출 또는 직접 신청서 제출",,,별도의 신청절차가 없음,해당없음,교육청,울산광역시교육청,재정복지과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현물,표출
748000000000 ,수혜적,,특수교육대상자 방과후교육 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,초·중·고·특수학교에 재학중인 특수교육대상자,해당없음,"체육활동, 과학활동, 사회적응활동 등 특수교육대상자가 방과후에 수강할 수 있는 종목에서 학생 1인당 월 최대 120,000원까지 실제교육비 지원",,○ 개인 신청불필요 - 단위학교에서 지원 학생 선정 후 신청양식 작성·제출,,,별도의 신청절차가 없음,해당없음,교육청,울산광역시교육청,재정복지과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
748000000000 ,수혜적,,수학여행비 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,수학여행 대상 전체학생,해당없음,"○ 초·중·고에 재학중인 수학여행 참여 학생에게 경비를 지원 - 초(일반학생) : 100,000원 이내 실비 - 중(일반학생) : 150,000원 이내 실비 - 고(일반학생) : 200,000원 이내 실비 - 초·중·고 저소득층(중위60%) 및 다자녀 : 전액",,○ 개인 신청불필요 - 단위학교에서 지원 학생 선정 후 신청양식 작성·제출,,,별도의 신청절차가 없음,해당없음,교육청,울산광역시교육청,재정복지과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
748000000000 ,수혜적,,사회통합전형대상자 기숙사비 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,사회통합전형대상자 중 법정 기회균등대상자,해당없음,"○ 현대청운고, 울산과학고, 울산외국어고에 재학하는 사회통합전형대상자 중 법정 기회균등대상자에게 기숙사비 지원 - 기숙사비 비용 전액","www.bokjiro.go.kr,  oneclick.neis.go.kr",○ 온라인 신청 - 교육비원클릭시스템 : http://oneclick.neis.go.kr 에서 신청 - 복지로 : www.bokjiro.go.kr 에서 신청 ○ 방문 신청 - 주민센터 방문 신청,,,없음,해당없음,교육청,울산광역시교육청,중등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
748000000000 ,수혜적,,치과주치의 서비스,,[정관/약관 등 기타]관련 근거 있음,없음,없음,초등학교 4학년,해당없음,"○ 구강보건교육(칫솔질, 치실질 등), 불소도포, 치면세균막검사비 지원 - 초등학교 4학년 중 치과주치의제 희망자에 한하여 검사비 지원",,○ 방문 신청 - 검진 희망서 제출,,,4월~12월(별도 신청 절차 없음),4학년 모든 대상 검진(신청 절차 없음),교육청,울산광역시교육청,체육예술건강과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,서비스(의료),표출
748000000000 ,수혜적,,안심알리미서비스,초1학년 등하교 안심 알리미 문자 서비스 지원(초1 학생지원),[정관/약관 등 기타]관련 근거 있음,없음,없음,초등학교 1학년,해당없음,초등학교 1학년 등하교 안심알리미 문자 서비스 지원,,학교별 신청일정 및 절차에 따름,,,학교별 신청일정 및 절차에 따름,해당없음,교육청,울산광역시교육청,안전총괄과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타,표출
748000000000 ,수혜적,,고등학교 교과서대금 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"중위소득 50% 이하의 저소득층 가정의 학생, 한부모·법정차상위, 다자녀 가정의 자녀",해당없음,"○ 울산 현대청운고에 재학하는 학생 중 일부 학생에게 교과서 비용 지원 ○ 학생 1인당 구입한 교과서 비용 전액 - 일반고 무상교육, 자율형사립고의 취약계층 학생 대상 지원","www.bokjiro.go.kr,  oneclick.neis.go.kr","○ 온라인 신청 - 교육비원클릭시스템 : http://oneclick.neis.go.kr - 복지로 : www.bokjiro.go.kr  ○ 방문 신청 - 주민센터 : 신청절차, 신청조건 등 세부내용 자유기재",,,없음,해당없음,교육청,울산광역시교육청,중등교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
748000000000 ,수혜적,,저소득층 학생 교육정보화 지원,,[정관/약관 등 기타]관련 근거 있음,없음,없음,"ㅇ PC:p 초1~고1 국민기초생활수급자(생계, 의료, 주거, 교육 순으로 지원)ㅇ인터넷통신비: 초1~고3 국민기초생활수급자, 한부모가족보호대상자, 법정차상위대상자",해당없음,"1. PC지원  ㅇ 지원대상 : 초1~고1 국민기초생활수급자  ㅇ 지원내용 : 가구당 데스크탑 PC(모니터 포함) 또는 노트북 1대  ㅇ 지원방법 : 교육청에서 일괄 구매 후 각 가정에 직접 설치  ㅇ 자격선정      -  PC 설치일 현재 울산광역시 내에 재학 중인 학생      - 1가구 1명 선정(형제, 자매 중 PC를 지원 받지 않은 최연소 학생)  ㅇ 지원대상 : 매년 예산 범위 내에서 선정하여 지급2. 인터넷통신비 지원  ㅇ 지원대상 : 초1~고3 국민기초생활수급자, 한부모가족보호대상자, 법정차상위대상자  ㅇ 지원내용 : 가구당 19,250원 이내 지원  ㅇ 지원방법 : 통신사로 직접 교육청에서 납부  ㅇ 자격선정: 1가구 1명 선정(형제, 자매 중 최연소 학생 지원)  ㅇ 지원대상 : 지원대상 학생 전원 신청자","www.bokjiro.go.kr,  oneclick.neis.go.kr","○ 온라인 신청 (학부모 공동인증서 필수) - 복지로 : www.bokjiro.go.kr - 교육비 원클릭 : oneclick.neis.go.kr  ○ 방문 신청 (주민센터 서류 비치) - 주민센터 : 사회보장급여 신청서, 소득·재산 신고서, 금융정보등 제공동의서 통장사본, 신분증 등",,,없음,해당없음,교육청,울산광역시교육청,재정복지과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현물,표출
748000000000 ,수혜적,,특수교육대상자 치료·재활서비스비 지원,,[법률]장애인 등에 대한 특수교육법(제28조)||[정관/약관 등 기타]관련 근거 있음,없음,없음,"ㅇ 유, 초, 중, 고 특수교육대상학생 중 치료·재활서비스 지원 대상자로 선정된 자",해당없음,"ㅇ 특수교육대상학생이 치료·재활서비스 제공기관(가맹점)에서 치료·재활서비스를 지원받고 월 160,000원까지 전자카드로 결제","http://www.bokjiro.go.kr,  http://oneclick.neis.go.kr",재학중인 학교(유치원)에 신청서 및 관련서류 제출,,,없음,해당없음,교육청,울산광역시교육청,유아특수교육과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,기타,표출
748000000000 ,수혜적,국고보조사업,초등학교 입학준비금 지원,,없음,없음,[조례]울산광역시 학생 복지증진에 관한 조례,울산 관내 초등학교(특수학교 초등과정 포함) 1학년 입학생,해당없음,○ 초등학교 입학준비금 지원 - 지원 기준 : 초등학교(특수학교 초등과정 포함) 1학년 입학생 - 지원 금액 : 10만원(1회),,해당 서비스는 신청없이 자격대상자에게 자동적으로 제공됩니다.,,,3월중,해당없음,교육청,울산광역시교육청,재정복지과,없음,해당없음 ,해당없음,해당없음,해당없음,서울특별시||부산광역시||대구광역시||인천광역시||광주광역시||대전광역시||세종특별자치시||경기도||충청북도||충청남도||전라남도||경상북도||경상남도||제주특별자치도||강원특별자치도||전북특별자치도,해당없음,해당없음,현금,표출
