welfare_id,welfare_ori_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_service_type,welfare_service_purpose,welfare_date,welfare_view,welfare_child,welfare_female,welfare_male,welfare_family,welfare_target,welfare_life
2524,523000000177,원예분야 오토팜·스마트팜 지원,농정과,○ 예천군 관내 원예작물 재배 농가,,○ 원예분야 오토팜·스마트팜 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000177,기타,,,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2525,523000000178,비가림시설 및 노후하우스 자재 지원,농정과,○ 예천군 관내 원예작물 재배 농가,,○ 비가림시설 및 노후하우스 자재 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000178,현물,,,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2526,523000000179,임산부 기형아검사 쿠폰 지원,보건소,○ 주민등록상 관내 주소를 둔 임신부 등록자,,○ 주민등록상 관내 주소를 둔 임신부 등록자 기형아검사 쿠폰 1인 1매 지원,"○ 온라인 신청 
 - 정부24 : www.gov.kr

○ 방문 신청
 - 보건소 : 관할 보건소 방문
 - 구비서류 : 주민등록등본",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000179,이용권,,,14,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
2527,523000000180,농작물 재해보험료 지원,농정과,○ 사업실시지역에서 보험대상 농작물을 경작하는 개인 또는 법인,,"○ 지원대상 농작물 : 사과, 배, 복숭아, 포도, 담감, 떫은감 등 (51종)

○ 대상재해 : 자연재해, 조수해, 태풍, 동·상해, 병충해 등 모든 재해

○ 재원비율 : 국비 50%, 도비 8.8%, 군비 36.2%, 자부담 5%","○ 방문 신청
 - 기타 : 지역 농·축협",지역농·축협,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000180,현금(보험),,,18,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2528,523000000181,한우 거세 지원,축산과,○ 가축사육업 등록된 농가 ,,"○ 한우 거세 지원
 - 유혈거세 20,000원, 무혈거세 10,000원
 - 거세일 기준 생후 5개월령 ~ 8개월령","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000181,현금,,,13,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2529,523000000183,기능성 홍산 마늘 재배 지원(시범),농업기술센터,"○ 최근 3년간 마늘을 생산하고 있는 농업인이나 연구회, 농업인단체",,"○ 신품종 종자, 관수, 피복자재 등 지원","○ 온라인 신청
 - 예천군청 : https://www.ycg.kr/

○ 방문 신청
 - 기타 : 농업기술센터",예천군 농업기술센터,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000183,현물,,,13,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2530,523000000184,한우 미네랄 블럭 지원,축산과,○ 가축사육업 등록된 농가 ,,"○ 영양소 보충 등으로 번식능력 향상, 성장 촉진 위한 미네랄 블록 지원","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000184,현물,,,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2531,523000000185,귀농인 영농기반 지원,농정과,"○ 만 65세 이하, 전입 5년 이내",,○ 농가당 최대 400만원 지원,"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000185,현금,,,33,2,1,1,"0,2,3,4,7,8,9",3,"1, 2, 3, 4, 5, "
2532,523000000186,시설과채류 화분매개 곤충 수정 지원(시범),농업기술센터,○ 예천군 관내 과채류 재배농가 및 작목반,,○ 과채류 수정작업 생력화를 위한 수정벌(꿀벌) 등 공급,"○ 온라인 신청
 - 예천군청 : https://www.ycg.kr/

○ 방문 신청
 - 기타 : 농업기술센터",예천군 농업기술센터,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000186,현물,,,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2533,523000000188,수박 재배농가 농자재 지원,농정과,○ 예천군 관내 원예작물 재배 농가,,○ 수박 재배농가 농자재 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000188,현물,,,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2534,523000000190,축산농가(돼지) 고속원심분리기 지원,축산과,○ 관내 축산농가(돼지),,○ 분뇨 고액 분리를 통한 퇴비 자원화 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000190,기타,,,12,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2535,523000000191,예비부부 및 신혼부부 건강검진 지원,보건소,○ 주민등록상 관내 주소를 둔 결혼예정 남녀 또는 혼인 1년 이내 신혼부부,,○ 주민등록상 관내 주소를 둔 결혼예정 남녀 또는 혼인 1년 이내 신혼부부 건강검진 지원,"○ 방문 신청
 - 보건소 : 관할 보건소 방문
 - 구비서류 : 주민등록등본, 청첩장",,,경상북도 예천군,https://gov.kr/portal/rcvfvrSvc/dtlEx/523000000191,서비스(의료),,,30,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, "
2536,524000000102,축산농가 악취저감용 첨가제 지원,농정축산과,"○ 양계 , 양돈 전업농가",,○ 양돈 및 양계농가 악취저감용 생균제 구입 지원,"○ 방문 신청
 - 주민센터 : 관할 읍·면사무소 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000102,현물,,,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2537,524000000103,장애인 복지센터 행복한 급식소,주민복지과,○ 봉화군 관내 등록 장애인,,"○ 지역 내 거주하는 모든 장애인에게 점심급식 제공
 - 1식 1,500원 자부담
 - 점심시간운영 : 11시50분 ~ 12시50분","○ 방문 신청
 - 기타 : 봉화군 지체장애인협회",봉화군 지체장애인협회,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000103,현물,,,17,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
2538,524000000106,청각장애인 수어 교육,주민복지과,○ 수어에 관심 있는 관내 주민,,"○ 관내 수어에 관심 있는 주민에게 수어교육(무료)
 - 연 24회","○ 방문 신청
 - 기타 : 봉화군 수어통역센터 방문

○ 기타
 - 팩스, 메일
 - 전화 : 054-674-3611",봉화군 수어통역센터 방문,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000106,기타(교육),,,14,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
2539,524000000107,예방접종 지원,건강관리과,"○ 만65세이상 어르신 
○ 생후 6개월 ~ 만13세어린이
○ 임신부",,○ 65세 이상 어르신 등 인플루엔자 접종 지원,"○ 방문 신청
 - 보건소 : 관할 보건소 또는 의료기관 방문 접수",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000107,서비스(의료),,,16,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, 2, 3, 4, 5, "
2540,524000000108,친환경 농산물 재배지 객토 지원,미래농업과,봉화군에 주소를 둔 농업경영체 등록 농업인,,"토양개량을 위한 객토 장비대 지원
ha당 600만원(보조50%)","- 주소지 또는 농지소재지 관할 읍면사무소에 방문 신청
- 전년도 8~9월 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000108,기타,,,21,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2541,524000000113,출산육아지원금 지급,건강관리과,○ 봉화 관내 부 또는 모와 함께 주민등록을 두고 거주하고 있는 만5세 이하 출생아 및 전입아,,"○ 출산축하금 : 100만원

○ 출산지원금 : 첫째(10만원), 둘째(15만원), 셋째(25만원), 넷째 이상(30만원)씩 5년간 60회 지급","○ 온라인 신청 
 - 정부24 : www.gov.kr
 - 복지로 : http://www.bokjiro.go.kr

○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청
 - 구비서류 : 주민등록등본, 신분증, 통장사본",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000113,현금,,,29,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
2542,524000000114,가공용 감자 계약재배농가 씨감자 구입 지원,농정축산과,○ 봉화군(관내)가공용감자 계약재배 농가,,"○ 봉화군(관내)가공용감자 계약재배 농가를 대상으로 가공용 감자종서 1상자(20kg)당 기준 최대 9,500원 지원","○ 방문 신청
 - 주민센터 : 관할 읍·면사무소 방문 신청
 - 시군구 : 관할 농업기술센터",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000114,현금,,매년 1월,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2543,524000000115,감자재배농가 포장재 지원,농정축산과,○ 봉화군 거주자 중 감자재배농가,,○ 봉화군 거주자 중 감자재배농가를 대상으로 감자 포장박스 1매당 최대 550원 지원,"○ 방문 신청
 - 주민센터 : 관할 읍·면사무소 방문 신청
 - 시군구 : 관할 농업기술센터",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000115,현금,,매년 1월,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2544,524000000116,과수 수세안정화 기자재 지원,미래농업과,"○ 봉화군 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 과수재배 농업인, 작목반, 영농조합법인 등",,"○ 과수 수세안정화 기자재 (원형가지유인기, 가지유인기자재) 구입비 지원
 - 지정단가의 50% 지원","○ 방문 신청
 - 주민센터 : 해당 읍면 산업팀 문의 및 방문 신청","봉화군농업기술센터, 읍면사무소",,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000116,기타,,20220101~20220131,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2545,524000000117,과수 우량묘목 지원,미래농업과,"○ 봉화군 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 과수재배 농업인, 작목반, 영농조합법인 등",,"○ 과수 우량묘목 구입비 지원
 - 지정단가의 50% 지원","○ 방문 신청
 - 주민센터 : 해당 읍면 산업팀 문의 및 방문 신청","봉화군농업기술센터, 읍면사무소",,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000117,기타,,20220101~20220131,17,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2546,524000000118,과수 착색향상 기자재 지원,미래농업과,"○ 봉화군 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 과수재배 농업인, 작목반, 영농조합법인 등",,"○ 과실 착색향상 기자재 (반사필름, 착색제, 친환경반사시트) 구입비 지원
 - 지정단가의 50% 지원","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터 산업팀에 방문 신청","봉화군농업기술센터, 읍면사무소",,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000118,기타,,20220101~20220131,11,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2547,524000000119,귀농인 교육훈련비 지원,전원농촌개발과,"○ 봉화군 외 지역에서 3년 이상 주소를 두고 농업 외 다른 분야에 종사하다가, 가족이(부부) 함께 전입해 단독세대를 구성하고 농업에 종사하는 자",,○ 봉화군 정착귀농인이 타지역·기관 귀농전문기관에 입교하는 경우 등록비 최대 30만원 지원(자부담 20%),"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000119,현금,,,14,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2548,524000000120,귀농인 빈집수리비 지원,전원농촌개발과,"○ 봉화군 외 지역에서 3년 이상 주소를 두고 농업 외 다른 분야에 종사하다가, 가족이(부부) 함께 전입해 단독세대를 구성하고 농업에 종사하는 자
 - 만20세~65세 이하인 봉화군 정착귀농인",,"○ 만 20세~65세 이하인 봉화군 정착귀농인이 빈집(1년 이상 비어있는 집)을 수리하여 전입시, 수리비 최대 300만원 지원(자부담 20%)","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000120,현금,,,16,2,1,1,"0,2,3,4,7,8,9",3,"3, 4, 5, "
2549,524000000121,귀농인 정착장려금 지원,전원농촌개발과,"○ 봉화군 외 지역에서 3년 이상 주소를 두고 농업 외 다른 분야에 종사하다가, 가족이(부부) 함께 전입해 단독세대를 구성하고 농업에 종사하는 자
 - 귀농 정착 3년이 경과한 자로, 3년 경과 후 1년이내 신청",,"○ 귀농 정착 3년 경과 후 1년 이내인, 만 20세~65세이하 정착귀농인에게 480만원 지원(퇴직연금 수급자 제외)","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000121,현금,,,20,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2550,524000000124,시각장애인 점자 교육 지원,주민복지과,○ 봉화군 관내 등록 장애인,,○ 관내 시각장애인에게 점자교육 지원(무료),"○ 방문 신청
 - 시군구 : 봉화군청 생활이동지원센터 방문

○ 기타
 - 팩스, 메일
 - 전화 : 054-672-7929",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000124,기타(교육),,,13,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
2551,524000000125,친환경 농산물 재배지 땅뒤집기 지원,미래농업과,봉화군에 주소를 두고 농업경영체를 등록한 농업인,,"토양개량을 위한 땅뒤집기 장비대 지원
ha당 180만원(보조50%)","주소지 또는 농지소재지 관할 읍면동 주민센터에 방문 신청
전년도 8~9월 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000125,기타,,,25,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2552,524000000134,지역화폐(봉화사랑상품권),새마을일자리경제과,○ 만 14세 이상이면 누구든지 구입 충전 가능,,"○ 소비자
 - 구입 충전 시 상시 6% 할인 특별 10% 할인

○ 가맹점
 - 가맹점 매출 증대","○ 온라인 신청 (모바일 카드형)
 - 스마트폰에서 ""지역상품권 chak""설치 후 , 회원가입 진행 
 - 절차에 따라 '카드신청' 및 '개인정보 등록'
 - 상품권 충전 후 사용


○ 방문 신청 (오프라인 카드형)

 - 스마트폰에서 ""지역상품권 chak""설치 후, 회원가입 
 - '농협, 축협' 창구 방문 후 카드 신청 
 - 충전 후 사용
 - 농협, 축협, 새마을금고 등 은행 방문 후 상품권 구입 (지류형)","농협, 축협,새마을금고,산림조합",,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000134,이용권,,,123,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
2553,524000000135,귀농인 이사비용 지원,전원농촌개발과,"○ 봉화군 외 지역에서 3년 이상 주소를 두고 농업 외 다른 분야에 종사하다가, 가족이(부부) 함께 전입해 단독세대를 구성하고 농업에 종사하는 자",,○ 봉화군 정착귀농인에게 이사목적 차량 임차 등 이사관련 비용 최대 100만원 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000135,현금,,,20,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2554,524000000136,농어민수당 지원사업,농정축산과,○ 개별법에서 정하는 농업․임업․어업인의 자격을 갖추고 2021년 1월 1일 전에 경영체 정보를 등록한 경영주(가구)로서 같은 날 기준 도내에 1년 이상 거주한 농어민,,"○ 농어민수당 지급, 농가당 60만원, 봉화사랑상품권 지급","○ 방문 신청
 - 주민센터 : 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000136,이용권,,매년 1~2월 중,55,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2555,524000000137,보훈예우수당,주민복지과,"○ 관내 주민등록을 두고 거주하는 만 65세 이상의 국가보훈대상자 중 국가유공자 등 예우 및 지원에 관한 법률 제4조제1항제1호부터 제18호까지의 국가유공자 및 유족
 - 순국선열, 애국지사, 전몰군경, 전상군경, 순직군경, 공상군경, 무공수훈자, 보국수훈자, 6·25참전 재일학도의용군인, 참전유공자, 4·19혁명사망자·부상자·공로자, 순직공무원, 공상공무원, 국가사회발전 특별공로순진작, 국가사회발전 특별공로상이자, 국가사회발전 특별공로자",,○ 관내 주민등록을 두고 거주하는 만 65세 이상의 국가보훈대상자 중 국가유공자 등 예우 및 지원에 관한 법률 제4조제1항제1호부터 제18호까지의 국가유공자 및 유족에 대하여 같은 법 제13조에 따른 지급순위에 따라 예산의 범위에서 보훈예우수당(8만원) 지원,"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000137,현금,,,16,2,1,1,"0,2,3,4,5,7,8,9",5,"5, "
2556,524000000138,봉화군 교복 지원,총무과,"○ 관내 거주,  중고등학교에 진학하는 신입생",,○ 봉화군에 거주하고 중고등학교에 진학하는 신입생에게 교복 구입비 30만원 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",학교 단체 신청도 가능,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000138,현금,,20220301~20221223,15,2,1,1,"0,2,3,4,7,8,9",0,"2, "
2557,524000000140,장애인 복지콜,주민복지과,○ 봉화군 관내 등록 장애인,,"○ 지역내 등록장애인 중 중증장애인을 우선으로 휠체어 및 전동휠체어 사용 장애인이 이용하기 용이한 리프트 차량 제공 
 - 기본거리(10km 이내) : 1,000원 자부담
 - 기본거리(10km이내) 이상 이용시 1km 당 200원씩 추가 부과","○ 방문 신청
 - 기타 : 봉화군 지체장애인협회 방문

○ 기타
 - 팩스, 메일 (사전예약)
 - 전화 : 054-673-2744",봉화군 지체장애인협회,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000140,기타,,,16,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
2558,524000000144,벼 재배농가 상토 지원,농정축산과,○ 관내 벼 재배농가 중 육묘용 못자리를 직접 설치하는 농가,,○ 관내 벼 재배를 위한 육묘용 못자리 설치농가에 18만원/ha 상토 지원,○ 관할 읍·면사무소 산업팀(영농회별 신청),,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000144,현금,,매년 1~2월,17,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2559,524000000147,친환경 농토배양 농자재 지원,농정축산과,"○ 농어업경영체 정보를 등록한 농업인 및 농지(벼재배농지)

○ 봉화군 관내 주소를 둔 농업인·농지",,○ 벼 재배 농지의 경운작업을 위한 농기계 대행작업 비용 지원 30만원/ha지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청
 - 기타 : 농업기술센터",봉화군 농업기술센터,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000147,현금,,계획공문 시달 후 접수기간동안 신청가능,22,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2560,524000000150,벼 도열병 및 도복 방지 농자재 지원,농정축산과,"○ 농업,농촌 및 식품산업 기본법 제27조에 따라 등록한 쌀전업농업인",,○ 벼 도복방지를 위한 정제형 수용성 발포 규산질 비료 15만원/ha지원,○  시군구 : 관할 농업기술센터,,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000150,현금,,매년 1~2월,18,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2561,524000000152,우수농산물택배비지원,유통특작과,○ 전년도 택배 실적 100건 이상,,○ 전년도 택배 실적 100건 이상 농업인에게 택배비 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000152,현금,,2022.01월~02월,19,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2562,524000000155,벼 파종상 동시처리(측조시비) 비료 지원,농정축산과,○ 농어업경영체 육성 및 지원에 관한 법률에 따라 경영정보를 등록한 관내 벼 재배농가,,"○ 파종상 또는 벼 측조시비기 동시처리가 가능한 용출제어형 완효성 비료 
    50만원/ha지원","○ 방문 신청
 - 주민센터 : 관할 읍·면사무소를 통한 개인별 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000155,현금,,매년 1~2월,18,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2563,524000000163,친환경 인증 농가 확대 지원,미래농업과,봉화군에 주소를 둔 친환경농산물 인증을 받은 농업인,,"친환경농자재, 상토, 점적시설 등 친환경농업 실천에 필요한 자재 구입 지원",- 주민센터 : 주소지 관할 읍면사무소에 방문 신청 (매년 1월경),,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000163,현금,,,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2564,524000000165,감자생육촉진 활성화 지원,농정축산과,○ 봉화군 거주자 중 감자재배농가,,"○ 봉화군 거주자 중 감자재배농가를 대상으로 감자 생육촉진제 1봉/병당 기준 최대 25,000원 지원","○ 방문 신청
 - 주민센터 : 관할 읍·면사무소 방문 신청
 - 시군구 : 관할 농업기술센터",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000165,현금,,매년 1월,16,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2565,524000000170,둘째아 이상 태아·출생아 건강보험 지원,건강관리과,○ 둘째아 이상 태아 및 출생아,,○ 월 3만원 정보 보험료 5년 납부 지원,"○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청
 - 구비서류 : 주민등록등본, 신분증, 통장사본",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000170,현금(보험),,,15,1,1,0,"1,4",5,"2, 3, 4, "
2566,524000000171,장애인 보장구 수리 지원,주민복지과,○ 봉화군 관내 등록 장애인,,"○ 지역내 등록장애인의 보장구(전동스쿠터, 전동휠체어, 수동휠체어 등) 정기점검 및 고장수리(공임 무료, 단 부품비 50% 자부담)","○ 방문 신청
 - 기타 : 봉화군 지체장애인협회 내방 신청

○ 기타
 - 전화 : 054-673-2744",봉화군 지체장애인협회,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000171,현금,,,13,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
2567,524000000172,희망복지 장학금 지원,주민복지과,"○ 기초생활보장수급자, 차상위, 기타저소득층자녀",,"○ 기초생활보장수급자, 차상위, 기타저소득층자녀 장학금 지원
 - 고등학생 50만원, 대학생 200만원(국가장학금 등과 중복 지원 불가)","○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청 (10월경)",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000172,현금||현금(장학금),,20211001~20211130,20,2,1,1,"0,2,3,4,7,8,9",0,"2, 3, 4, "
2568,524000000173,과수 결실향상 기자재 지원,미래농업과,"○ 봉화군 관내에 주민등록(법인주소지)을 두고 실제 거주하고 있는 과수재배 농업인, 작목반, 영농조합법인 등",,"○ 과수 결실향상 기자재 (꽃가루, 수정벌, 디스펜서) 구입비 지원
 - 지정단가의 50% 지원","○ 방문 신청
 - 주민센터 : 해당 읍면 산업팀 문의 및 방문 신청","봉화군농업기술센터, 읍면사무소",,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000173,기타,,20220101~20220131,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2569,524000000174,유기질 퇴비 생산재료 지원,미래농업과,봉화군에 주소를 둔 농업경영체 등록 농업인,,"축분, 수피 등 자가퇴비 생산 재료 지원
톤당 40,000원(보조50%)","주소지 또는 농지소재지 관할 읍면사무소에 방문 신청
전년도 8~9월 방문 신청",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000174,기타,,,24,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2570,524000000175,친환경 쌀 생산 지원,미래농업과,"○ 봉화군에 주소를 두고 있는 친환경 쌀생산 작목반(지구), 영농회, 개별농가",,"○ 친환경 쌀 생산면적 확대 및 농촌의 고령화에 따른 노동력 절감을 위해 우렁이농법, 우렁이+미꾸라지 농법 실천을 지원함
 - 지원기준 : 보조 60%, 자부담 40%
 - 투입자재 : 10a 기준 우렁이농법(우렁이 5kg), 우렁이+미꾸라지농법(우렁이 5kg, 미꾸라지 3kg)","○ 방문 신청
 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청
 - 매년 1월 경 농업경영체 주소지 읍면사무소를 통해 영농회, 작목반, 개인단위로 신청이 가능하며 농업경영체에 등록된 농지에 한함.",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000175,현물,,연초 사업추진계획에 따른 사업신청 및 접수기간 설정,15,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
2571,524000000176,효행장려금 지원,주민복지과,○ 80세 이상의 직계존손과 직계비속이 3세대이상을 이루고 봉화군에 계속하여 1년 이상 거주하는 효행가정,,○ 80세 이상의 직계존손과 직계비속이 3세대 이상을 이루고 봉화군에 계속하여 1년 이상 거주하는 효행가정에 효행장려수당 지원(연 30만원),"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청
 - 효행가정 9월 중 읍.면사무소 신청 
 - 지급시기: 현황조사 실시 후 10월 지급",,,경상북도 봉화군,https://gov.kr/portal/rcvfvrSvc/dtlEx/524000000176,현금||현물,,20220901~20220930,35,1,1,1,"1,5,6,9,10,11","0,1,3,4","5, "
